"","external_gene_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_gene_id","description","chromosome_name","start_position","end_position","strand","gene_biotype"
"105","Gm12146",6.56887029233569,-5.14567596177958,1.28445863963092,-4.00610483126041,6.17282611870899e-05,0.0016397012827973,"ENSMUSG00000085533","predicted gene 12146 [Source:MGI Symbol;Acc:MGI:3649687]","11",43197424,43259784,-1,"antisense"
"106","C230038L03Rik",38.896922755726,-1.40817480581659,0.512596040313645,-2.74714335474571,0.00601168516888545,0.047572051922985,"ENSMUSG00000085560","RIKEN cDNA C230038L03 gene [Source:MGI Symbol;Acc:MGI:3697433]","7",96906826,96951886,-1,"processed_transcript"
"107","Gm14493",258.355477367273,0.99438878339484,0.296304001440462,3.35597487229564,0.000790857539725966,0.010944142361118,"ENSMUSG00000085587","predicted gene 14493 [Source:MGI Symbol;Acc:MGI:3705313]","X",10717473,10718710,-1,"antisense"
"108","Gm11476",4.37429873636264,-3.83043378332833,1.3567010744039,-2.82334395954638,0.00475255541559624,0.0408295745927246,"ENSMUSG00000085596","predicted gene 11476 [Source:MGI Symbol;Acc:MGI:3705135]","2",167553314,167607845,1,"processed_transcript"
"109","Gm13449",4.52480164153482,3.82566758257381,1.47243857062042,2.59818484716945,0.00937180289115024,0.0646248478831249,"ENSMUSG00000085599","predicted gene 13449 [Source:MGI Symbol;Acc:MGI:3651453]","2",34993973,35013446,1,"antisense"
"110","Dhx58os",31.3161324114215,1.47920470337285,0.529558108595935,2.79328118928214,0.00521763149808952,0.0438470777893996,"ENSMUSG00000085604","DEAH (Asp-Glu-Ala-His) box polypeptide 58, opposite strand [Source:MGI Symbol;Acc:MGI:3705104]","11",100687417,100697520,1,"antisense"
"111","Gm14573",141.862877298757,1.53142685147717,0.589874978171115,2.59618886738559,0.00942642343886651,0.0646423280926424,"ENSMUSG00000085624","predicted gene 14573 [Source:MGI Symbol;Acc:MGI:3705150]","6",91158713,91159256,-1,"antisense"
"112","9630028H03Rik",165.935220932387,-0.966701559402653,0.384528460927215,-2.51399222068412,0.0119373067024523,0.0768443336751177,"ENSMUSG00000085631","RIKEN cDNA 9630028H03 gene [Source:MGI Symbol;Acc:MGI:2444526]","2",135325447,135583584,-1,"antisense"
"113","Hoxb5os",3.02515075964253,4.92282255594678,1.97128658238668,2.49726376668512,0.0125155824049173,0.0792424957199013,"ENSMUSG00000085645","homeobox B5 and homeobox B6, opposite strand [Source:MGI Symbol;Acc:MGI:1922645]","11",96291024,96306910,-1,"antisense"
"114","A730032A03Rik",1746.85634561119,-7.84657357017541,0.727000053039355,-10.7930852788406,3.71117321542324e-27,4.28826065042156e-24,"ENSMUSG00000085649","RIKEN cDNA A730032A03 gene [Source:MGI Symbol;Acc:MGI:2444311]","2",164177584,164196564,1,"antisense"
"115","Gm11695",50.9864250394184,-3.70825065045412,0.793858100858257,-4.6711756754073,2.99480666745838e-06,0.000128166633490672,"ENSMUSG00000085651","predicted gene 11695 [Source:MGI Symbol;Acc:MGI:3649841]","11",115462045,115463454,-1,"antisense"
"116","Gm16063",10.9338534076441,2.95629850989865,1.19875713444111,2.46613632149681,0.0136579343598567,0.0837227753464954,"ENSMUSG00000085708","predicted gene 16063 [Source:MGI Symbol;Acc:MGI:3801955]","5",119625942,119634464,1,"lincRNA"
"117","Gm15873",138.845990289966,-2.82438382438384,0.513358521565581,-5.50177645005359,3.75983495239346e-08,3.47559142999252e-06,"ENSMUSG00000085725","predicted gene 15873 [Source:MGI Symbol;Acc:MGI:3802055]","7",4526536,4530575,1,"antisense"
"118","5430405H02Rik",229.025499766773,-1.42481311604932,0.262333575044712,-5.43130293484726,5.59440720602593e-08,4.61738394754497e-06,"ENSMUSG00000085741","RIKEN cDNA 5430405H02 gene [Source:MGI Symbol;Acc:MGI:1921737]","2",156844351,156862963,-1,"processed_transcript"
"119","Gm12333",56.9981887719235,1.15858635773363,0.35266642233685,3.28521879133423,0.001019032073548,0.0133585621797541,"ENSMUSG00000085765","predicted gene 12333 [Source:MGI Symbol;Acc:MGI:3652064]","11",75036476,75039348,-1,"antisense"
"120","Gm12158",10.9589019282233,6.04390235598793,1.31263356743326,4.6044094147358,4.13638011682363e-06,0.00016770481491192,"ENSMUSG00000085784","predicted gene 12158 [Source:MGI Symbol;Acc:MGI:3649487]","11",44659522,44662676,-1,"antisense"
"121","4930470G03Rik",463.562726223745,0.598321649402287,0.166836482729669,3.58627585293661,0.000335434126806364,0.00593151514916482,"ENSMUSG00000085788","RIKEN cDNA 4930470G03 gene [Source:MGI Symbol;Acc:MGI:1922171]","13",21440471,21445934,1,"bidirectional_promoter_lncRNA"
"122","Gm16059",467.557597259925,-0.386369558720952,0.158421370450602,-2.43887272040376,0.014733156471268,0.08752782674833,"ENSMUSG00000085802","predicted gene 16059 [Source:MGI Symbol;Acc:MGI:3802029]","15",79427220,79431629,1,"antisense"
"123","Kcnmb4os2",9.14984094531172,-3.83725054908783,1.28547809732862,-2.98507656961413,0.00283507347065269,0.0283630077518544,"ENSMUSG00000085837","potassium large conductance calcium-activated channel, subfamily M, beta member 4, opposite strand 2 [Source:MGI Symbol;Acc:MGI:1918263]","10",116473163,116475319,1,"antisense"
"124","Chn1os1",21.3474861712799,-2.29816421772016,0.76470473449812,-3.00529618039891,0.00265322350918726,0.0267755437979553,"ENSMUSG00000085838","chimerin 1, opposite strand 1 [Source:MGI Symbol;Acc:MGI:3702041]","2",73658270,73660263,1,"antisense"
"125","Gm15949",4.08750866774697,3.09353843940208,1.24896137125076,2.47688880585963,0.0132533184728314,0.0821540910796243,"ENSMUSG00000085839","predicted gene 15949 [Source:MGI Symbol;Acc:MGI:3801730]","5",66985091,66985641,-1,"antisense"
"126","Gm13807",65.366045865959,1.39755410177338,0.395913395239017,3.52994902061767,0.000415639746885471,0.00691038456872175,"ENSMUSG00000085852","predicted gene 13807 [Source:MGI Symbol;Acc:MGI:3650023]","2",93403547,93417830,1,"antisense"
"127","2410003L11Rik",2.71839757132547,-4.9246384738325,1.98122251465798,-2.48565642546347,0.0129312742445458,0.0809869235207191,"ENSMUSG00000085860","RIKEN cDNA 2410003L11 gene [Source:MGI Symbol;Acc:MGI:1916979]","11",97598511,97622893,1,"processed_transcript"
"128","Tnfsf13os",107.241381882902,-1.50287747269844,0.380296501667574,-3.95185721169778,7.7547008972506e-05,0.00190650146527087,"ENSMUSG00000085890","tumor necrosis factor (ligand) superfamily, member 13, opposite strand [Source:MGI Symbol;Acc:MGI:1919587]","11",69682138,69691141,1,"antisense"
"129","Gm12861",5.64865920323117,-4.08358871663115,1.55043310771799,-2.63383740730459,0.00844259060546129,0.0600333135052955,"ENSMUSG00000085895","predicted gene 12861 [Source:MGI Symbol;Acc:MGI:3651891]","4",118971297,118999458,1,"processed_transcript"
"130","Gm13032",8.63601017135452,3.88671441309305,1.05132432288454,3.69696993448129,0.00021818817128729,0.0042731598630926,"ENSMUSG00000085918","predicted gene 13032 [Source:MGI Symbol;Acc:MGI:3702685]","4",140810993,140817511,1,"processed_transcript"
"131","1700003D09Rik",100.945941463435,-2.13606856228671,0.697306853479415,-3.06331215823876,0.00218901584939717,0.022994616490713,"ENSMUSG00000085944","RIKEN cDNA 1700003D09 gene [Source:MGI Symbol;Acc:MGI:1916588]","11",98350718,98358283,-1,"processed_transcript"
"132","Gm2788",32.8220350073402,-3.73301214655476,0.797454690861775,-4.6811589289426,2.85257679339904e-06,0.000124383112632928,"ENSMUSG00000085995","predicted gene 2788 [Source:MGI Symbol;Acc:MGI:3780956]","7",48877958,48913040,1,"processed_transcript"
"133","Gm12473",36.6660330192795,1.60952566327965,0.621264592995575,2.59072492047058,0.00957740128710675,0.0651216213052847,"ENSMUSG00000086043","predicted gene 12473 [Source:MGI Symbol;Acc:MGI:3652337]","4",43631539,43641533,-1,"antisense"
"134","Gm11802",17.5593647450893,-8.42109997289722,1.07897497097733,-7.80472225900613,5.96327256300899e-15,1.84560700250865e-12,"ENSMUSG00000086052","predicted gene 11802 [Source:MGI Symbol;Acc:MGI:3650651]","4",6688169,6704160,1,"antisense"
"135","Gm15326",1.98056793566765,4.26037780747281,1.71897997723149,2.47843364315062,0.0131960654491089,0.0821540910796243,"ENSMUSG00000086111","predicted gene 15326 [Source:MGI Symbol;Acc:MGI:3705205]","13",111867936,111874730,1,"lincRNA"
"136","Bach2os",59.2121239601366,-2.28117691069242,0.680264226944811,-3.35336891216167,0.000798342204693062,0.0109737818592393,"ENSMUSG00000086150","BTB and CNC homology 2, opposite strand [Source:MGI Symbol;Acc:MGI:3041246]","4",32559680,32571708,-1,"antisense"
"137","9430041J12Rik",4.26184408414741,-3.48473349528322,1.38357221978691,-2.51864951134964,0.011780585684101,0.0762114818130697,"ENSMUSG00000086155","RIKEN cDNA 9430041J12 gene [Source:MGI Symbol;Acc:MGI:1924573]","7",4074125,4120728,-1,"antisense"
"138","Gm12144",7.41289643027845,-6.38693100670837,1.22126569615826,-5.22976370072438,1.6972684210527e-07,1.18860221850084e-05,"ENSMUSG00000086170","predicted gene 12144 [Source:MGI Symbol;Acc:MGI:3649685]","11",43229563,43232264,-1,"antisense"
"139","C230034O21Rik",43.4986945955494,2.78374699075053,0.934348763357926,2.97934465150477,0.00288865663349556,0.0287745063793459,"ENSMUSG00000086181","RIKEN cDNA C230034O21 gene [Source:MGI Symbol;Acc:MGI:2441892]","3",38874570,38888259,-1,"antisense"
"140","Gm13571",35.1524199394135,1.51672129274928,0.598145431347633,2.5357065577381,0.0112220725071938,0.0730840331904226,"ENSMUSG00000086196","predicted gene 13571 [Source:MGI Symbol;Acc:MGI:3652223]","2",60338188,60371234,1,"antisense"
"141","Gm16599",75.9231362231744,-0.939628834682571,0.362284986578208,-2.59361792371633,0.00949719637766373,0.0649349728662156,"ENSMUSG00000086220","predicted gene, 16599 [Source:MGI Symbol;Acc:MGI:4439523]","5",136274996,136417894,1,"antisense"
"142","Rapgef4os3",11.6067637620788,-2.3772710831745,0.864497154216186,-2.74988884761558,0.00596154832140768,0.047572051922985,"ENSMUSG00000086231","Rap guanine nucleotide exchange factor (GEF) 4, opposite strand 3 [Source:MGI Symbol;Acc:MGI:2442080]","2",72244965,72248975,-1,"antisense"
"143","Igf2os",11.6133963272971,-7.79364312931144,1.44069659300572,-5.40963528833757,6.31532277128362e-08,5.03265893946084e-06,"ENSMUSG00000086266","insulin-like growth factor 2, opposite strand [Source:MGI Symbol;Acc:MGI:1195257]","7",142659693,142670356,1,"antisense"
"144","Gm16933",190.489279840726,0.866323164364894,0.362688681210381,2.38861373195811,0.0169120728856663,0.0981027325159418,"ENSMUSG00000086289","predicted gene, 16933 [Source:MGI Symbol;Acc:MGI:4439857]","8",25037052,25041892,1,"lincRNA"
"145","Gm15336",61.4017571931422,-2.6816799505353,0.777090002525605,-3.45092581531048,0.000558667107514156,0.00890399783079458,"ENSMUSG00000086312","predicted gene 15336 [Source:MGI Symbol;Acc:MGI:3705096]","18",39246247,39302690,-1,"antisense"
"146","Arl4aos",3.98853978356788,-5.16194712143567,1.78536418566422,-2.89125723641379,0.00383703910206723,0.0351880847812594,"ENSMUSG00000086315","ADP-ribosylation factor-like 4A, opposite strand [Source:MGI Symbol;Acc:MGI:2151103]","12",40038099,40040027,1,"antisense"
"147","Slfn5os",73.3052116673158,3.79272686027447,1.11120684109129,3.41316010667259,0.000642142043971919,0.00956575390378422,"ENSMUSG00000086327","schlafen 5, opposite strand [Source:MGI Symbol;Acc:MGI:1923642]","11",82942341,82960681,-1,"antisense"
"148","Gm16214",594.284857908368,1.41262223080056,0.259655852261418,5.44036353695716,5.31719560061401e-08,4.61738394754497e-06,"ENSMUSG00000086360","predicted gene 16214 [Source:MGI Symbol;Acc:MGI:3801724]","9",42022615,42034113,1,"antisense"
"149","Gm13830",3.375293709019,3.74437454973618,1.40303367749154,2.66877025819558,0.0076129503955591,0.0558524709972605,"ENSMUSG00000086368","predicted gene 13830 [Source:MGI Symbol;Acc:MGI:3651141]","5",115301120,115319208,1,"lincRNA"
"150","Gm14091",53.1782963287423,-2.39992777939144,0.508934803045316,-4.71558982610537,2.41011533711755e-06,0.000111395530881573,"ENSMUSG00000086421","predicted gene 14091 [Source:MGI Symbol;Acc:MGI:3650488]","2",118829874,118834122,-1,"antisense"
"151","4930551O13Rik",94.7725530158055,0.876359151488245,0.351631334454125,2.49226694443688,0.0126930600098044,0.0799282334677326,"ENSMUSG00000086430","RIKEN cDNA 4930551O13 gene [Source:MGI Symbol;Acc:MGI:1922513]","2",5037280,5041133,1,"antisense"
"152","1700030C12Rik",161.901370240041,-0.800698409809175,0.28710800596739,-2.78884041255234,0.00528971236272163,0.0439909824073135,"ENSMUSG00000086459","RIKEN cDNA 1700030C12 gene [Source:MGI Symbol;Acc:MGI:1919496]","11",23497753,23499661,1,"processed_transcript"
"153","Gm11638",46.8864145470846,1.91857225706962,0.797034255310483,2.40713902104778,0.0160780481494367,0.0943055057699192,"ENSMUSG00000086487","predicted gene 11638 [Source:MGI Symbol;Acc:MGI:3651788]","11",105363252,105390642,1,"processed_transcript"
"154","Gm13291",8.366903281542,3.92908056471275,1.02755528546439,3.8237169525502,0.000131454816392702,0.00289325791127176,"ENSMUSG00000086491","predicted gene 13291 [Source:MGI Symbol;Acc:MGI:3649284]","2",11385003,11387064,1,"lincRNA"
"155","Gm15856",115.821423321094,2.31559444389487,0.521346648981293,4.44156387773763,8.93074265269042e-06,0.000327602321751866,"ENSMUSG00000086527","predicted gene 15856 [Source:MGI Symbol;Acc:MGI:3801888]","6",121223692,121226153,-1,"antisense"
"156","Gm15444",72.4938631715147,-1.52269651824782,0.564634388176692,-2.6967831753303,0.00700128413050358,0.0527034776077973,"ENSMUSG00000086556","predicted gene 15444 [Source:MGI Symbol;Acc:MGI:3705796]","3",96209627,96220168,-1,"antisense"
"157","Gm14104",4.06194861424803,-5.06581476077559,1.37351151657302,-3.6882215399366,0.0002258269885494,0.00438559807174507,"ENSMUSG00000086575","predicted gene 14104 [Source:MGI Symbol;Acc:MGI:3651500]","2",132845999,132847256,-1,"antisense"
"158","Gm15743",144.269906453541,-1.91411212332318,0.366533467883479,-5.22220285742551,1.76807125893356e-07,1.20176843511631e-05,"ENSMUSG00000086645","predicted gene 15743 [Source:MGI Symbol;Acc:MGI:3783185]","16",31427876,31429776,-1,"antisense"
"159","Gm16876",37.838842245295,2.27079296301137,0.678778511318634,3.3454108006454,0.000821607817157273,0.0111690333261792,"ENSMUSG00000086689","predicted gene, 16876 [Source:MGI Symbol;Acc:MGI:4439800]","12",91684665,91693590,1,"antisense"
"160","Gm17029",673.021713681955,0.473505248944258,0.11862422788345,3.99164030310471,6.56178483370847e-05,0.00169879653622016,"ENSMUSG00000086740","predicted gene 17029 [Source:MGI Symbol;Acc:MGI:4937856]","4",148960297,148984671,1,"antisense"
"161","Gm15816",7.88602516747879,3.52762097815725,0.940477483776673,3.75088297062827,0.000176212936945679,0.00355750786463097,"ENSMUSG00000086741","predicted gene 15816 [Source:MGI Symbol;Acc:MGI:3802114]","8",23138794,23149585,-1,"antisense"
"162","Gm11465",12.4301074955085,1.91630127214231,0.711323793216702,2.69399293319929,0.00706016616072789,0.0528027313833079,"ENSMUSG00000086820","predicted gene 11465 [Source:MGI Symbol;Acc:MGI:3649368]","2",165880025,165882056,1,"antisense"
"163","Gm13748",33.0383073504484,-2.56831689685992,0.681294092017346,-3.76976246668307,0.000163402988927295,0.00340202078748629,"ENSMUSG00000086836","predicted gene 13748 [Source:MGI Symbol;Acc:MGI:3702115]","1",64078654,64090782,1,"antisense"
"164","B230206H07Rik",641.267055938673,0.786110036174562,0.330117829649629,2.38130135839346,0.0172515922716446,0.0986842320291354,"ENSMUSG00000086844","RIKEN cDNA B230206H07 gene [Source:MGI Symbol;Acc:MGI:2444929]","7",141359141,141365110,-1,"processed_transcript"
"165","Itpr3os",310.631483884874,0.808003472410776,0.289828672067852,2.78786590245155,0.00530565005892988,0.0439909824073135,"ENSMUSG00000086898","inositol 1,4,5-triphosphate receptor 3, opposite strand [Source:MGI Symbol;Acc:MGI:3704472]","17",27099658,27101440,-1,"antisense"
"166","Gm13404",7.07831249587551,-4.96136661677075,1.38716859619014,-3.57661399659504,0.000348073563857033,0.0060939242884364,"ENSMUSG00000086904","predicted gene 13404 [Source:MGI Symbol;Acc:MGI:3649379]","2",33978246,33980324,1,"lincRNA"
"167","4930406D18Rik",10.1775967595518,-3.44922273793234,1.30210413044595,-2.64896075304748,0.00807397073202587,0.0581275587592267,"ENSMUSG00000086923","RIKEN cDNA 4930406D18 gene [Source:MGI Symbol;Acc:MGI:1921056]","3",100426405,100437754,1,"processed_transcript"
"168","Gm15956",93.4936094270271,-0.95393544556347,0.36078859135178,-2.64402885354363,0.00819256721694769,0.0586161697782232,"ENSMUSG00000086935","predicted gene 15956 [Source:MGI Symbol;Acc:MGI:3801856]","18",12193768,12198675,1,"antisense"
"169","Gm15063",6.44059120329474,-2.49367141662907,1.03883129880782,-2.40045849551399,0.0163745475609793,0.0958014668694259,"ENSMUSG00000086937","predicted gene 15063 [Source:MGI Symbol;Acc:MGI:3705169]","X",75573452,75575268,1,"antisense"
"170","Gm15859",2.82156913043477,-3.90199306264876,1.21649242660571,-3.20757694606962,0.00133858246781282,0.0167214274762996,"ENSMUSG00000086944","predicted gene 15859 [Source:MGI Symbol;Acc:MGI:3801904]","16",4729869,4730809,1,"antisense"
"171","Gm15527",9.37721101945442,-4.33516085165025,1.3816498760262,-3.13766962735793,0.00170296704455313,0.0193680259877155,"ENSMUSG00000086946","predicted gene 15527 [Source:MGI Symbol;Acc:MGI:3782974]","6",54245742,54279076,-1,"processed_transcript"
"172","Gm15948",4.99726240286602,3.22449072745901,1.28063209821205,2.51788997945692,0.0118060192510078,0.0762114818130697,"ENSMUSG00000086964","predicted gene 15948 [Source:MGI Symbol;Acc:MGI:3801731]","5",66988816,66991207,-1,"antisense"
"173","Gm12316",225.977119538495,0.988867554193931,0.205335477617433,4.81586312150267,1.46564969721911e-06,8.06456297684133e-05,"ENSMUSG00000086976","predicted gene 12316 [Source:MGI Symbol;Acc:MGI:3651760]","11",70611212,70613211,-1,"antisense"
"174","Gm15475",12.4337806921289,-3.32830331236592,1.39521683281164,-2.38550971726648,0.0170554717931221,0.098537988284763,"ENSMUSG00000087001","predicted gene 15475 [Source:MGI Symbol;Acc:MGI:3705288]","6",84093772,84107007,-1,"antisense"
"175","9130024F11Rik",21.6452340591935,-3.76197507829583,1.15464472677666,-3.25812346521331,0.00112151600249296,0.0141629698456897,"ENSMUSG00000087022","RIKEN cDNA 9130024F11 gene [Source:MGI Symbol;Acc:MGI:1926150]","1",56971412,57050084,1,"processed_transcript"
"176","B230119M05Rik",3.13533581773464,-4.42214545559019,1.60881873036128,-2.74869093213327,0.00598337754966235,0.047572051922985,"ENSMUSG00000087024","RIKEN cDNA B230119M05 gene [Source:MGI Symbol;Acc:MGI:1925233]","X",134684562,134686462,-1,"processed_transcript"
"177","Gm11748",129.356096129102,1.390735347593,0.434512990782729,3.20067610657102,0.0013710555655722,0.0169012012310194,"ENSMUSG00000087036","predicted gene 11748 [Source:MGI Symbol;Acc:MGI:3704384]","11",118476470,118479458,-1,"processed_transcript"
"178","Gm12301",28.6647923746507,3.74193622143499,1.38843680925188,2.69507131797466,0.007037356665992,0.0528027313833079,"ENSMUSG00000087058","predicted gene 12301 [Source:MGI Symbol;Acc:MGI:3650426]","11",67571622,67577466,-1,"antisense"
"179","Gm12339",52.5461998133731,-2.31779755557329,0.526949711301049,-4.39851755464598,1.08992811993877e-05,0.000375066189950592,"ENSMUSG00000087059","predicted gene 12339 [Source:MGI Symbol;Acc:MGI:3650628]","11",75794768,75825241,1,"processed_transcript"
"180","AI662270",5.5365572286329,-4.63728894679256,1.46482664675088,-3.1657595505096,0.00154678596884599,0.0183313967897595,"ENSMUSG00000087107","expressed sequence AI662270 [Source:MGI Symbol;Acc:MGI:2144254]","11",83223576,83226604,1,"processed_transcript"
"181","Gm16093",28.1214700050793,-1.3884380279985,0.514343249669467,-2.6994386120373,0.0069456568520846,0.0527034776077973,"ENSMUSG00000087108","predicted gene 16093 [Source:MGI Symbol;Acc:MGI:3801946]","3",19227780,19240987,1,"antisense"
"182","4930474H06Rik",8.68327232846308,-4.13471918406236,1.0801787262338,-3.82781023514384,0.000129288372321631,0.00287293681187779,"ENSMUSG00000087109","RIKEN cDNA 4930474H06 gene [Source:MGI Symbol;Acc:MGI:3697432]","12",71317621,71321660,-1,"processed_transcript"
"183","Gm11714",36.8257901009392,-3.11116195844299,0.660380604222696,-4.71116495328478,2.4630476955024e-06,0.000111609867143256,"ENSMUSG00000087113","predicted gene 11714 [Source:MGI Symbol;Acc:MGI:3649214]","11",107428276,107435686,1,"processed_transcript"
"184","Gm16096",78.958326720822,3.97022756510291,0.978131286454796,4.05899250957698,4.92848943365435e-05,0.00137225772062352,"ENSMUSG00000087135","predicted gene 16096 [Source:MGI Symbol;Acc:MGI:3801985]","9",40780742,40784181,-1,"processed_transcript"
"185","Gm11683",11.1397913040295,-7.03570957194169,1.47939779547287,-4.7557929270084,1.97669007017945e-06,9.36992636911399e-05,"ENSMUSG00000087139","predicted gene 11683 [Source:MGI Symbol;Acc:MGI:3651846]","11",109797183,109802796,1,"antisense"
"186","E130307A14Rik",325.969996901943,1.42648369953329,0.289374875256919,4.92953542793512,8.24253878759712e-07,4.76212678453423e-05,"ENSMUSG00000087177","RIKEN cDNA E130307A14 gene [Source:MGI Symbol;Acc:MGI:3036287]","10",39621412,39732007,-1,"antisense"
"187","D430001F17Rik",468.65199891214,-0.72347806842176,0.278549778121089,-2.5973026196677,0.00939591038023798,0.0646248478831249,"ENSMUSG00000087190","RIKEN cDNA D430001F17 gene [Source:MGI Symbol;Acc:MGI:2441973]","16",91931237,91962915,1,"antisense"
"188","Gm14820",91.2659984949539,-1.4014450894383,0.372893198086087,-3.75830156364172,0.00017107062984269,0.00352985915684336,"ENSMUSG00000087193","predicted gene 14820 [Source:MGI Symbol;Acc:MGI:3713695]","X",8042943,8074619,1,"antisense"
"189","Lrp8os3",5.87258361062469,-3.71158857895567,1.36313864910867,-2.72282543040109,0.00647262498288505,0.0503928793248108,"ENSMUSG00000087200","low density lipoprotein receptor-related protein 8, apolipoprotein e receptor, opposite strand 3 [Source:MGI Symbol;Acc:MGI:3651133]","4",107793161,107802064,-1,"bidirectional_promoter_lncRNA"
"190","Gm15261",29.7725119668116,2.98904918864162,0.677140467463138,4.41422324062228,1.01373309651806e-05,0.00036042110554665,"ENSMUSG00000087201","predicted gene 15261 [Source:MGI Symbol;Acc:MGI:3705201]","X",169037674,169106536,-1,"antisense"
"191","Gm15813",2.87173058505753,4.96039233302212,1.45395874319345,3.41164586426103,0.000645719432708931,0.00956575390378422,"ENSMUSG00000087202","predicted gene 15813 [Source:MGI Symbol;Acc:MGI:3801815]","13",43117673,43125717,-1,"antisense"
"192","E230016M11Rik",680.368336942443,1.46483718355851,0.368234262935448,3.97800349125933,6.94963516046881e-05,0.0017269469737466,"ENSMUSG00000087231","RIKEN cDNA E230016M11 gene [Source:MGI Symbol;Acc:MGI:2443524]","6",67036599,67080654,1,"processed_transcript"
"193","Gm15991",189.398216968683,-0.94611444151236,0.360845404988481,-2.62193844907783,0.00874312197423531,0.0613904851679986,"ENSMUSG00000087266","predicted gene 15991 [Source:MGI Symbol;Acc:MGI:3801813]","8",67956769,67978051,1,"antisense"
"194","Gm11946",303.668945783923,1.21951443270593,0.297085781453863,4.10492359054658,4.04448540413293e-05,0.0011683507211189,"ENSMUSG00000087291","predicted gene 11946 [Source:MGI Symbol;Acc:MGI:3650071]","11",3530157,3536856,1,"processed_transcript"
"195","Prkag2os2",61.7674615156065,-0.914805927102508,0.34708468220095,-2.63568510514926,0.00839676138959296,0.0598917147263868,"ENSMUSG00000087314","protein kinase, AMP-activated, gamma 2 non-catalytic subunit, opposite strand 2 [Source:MGI Symbol;Acc:MGI:3783001]","5",24873544,24875934,1,"antisense"
"196","4930466I24Rik",3.65624384385603,3.95468451040831,1.35985485619809,2.90816662703613,0.00363554569413357,0.0341534394274093,"ENSMUSG00000087317","RIKEN cDNA 4930466I24 gene [Source:MGI Symbol;Acc:MGI:1923066]","6",92012394,92016117,-1,"antisense"
"197","0610040F04Rik",1303.12020349825,0.651268702893454,0.195721825555833,3.32752211483777,0.000876220341466964,0.0118417848487143,"ENSMUSG00000087341","RIKEN cDNA 0610040F04 gene [Source:MGI Symbol;Acc:MGI:1922644]","6",108577039,108660934,-1,"antisense"
"198","Gm13710",1.80059675614932,-3.87076410439987,1.58399796140617,-2.44366735230117,0.0145388248827303,0.0868197010439008,"ENSMUSG00000087362","predicted gene 13710 [Source:MGI Symbol;Acc:MGI:3650894]","2",84500760,84531322,-1,"lincRNA"
"199","Gm15491",469.597565074452,-0.399267079963107,0.130303917475724,-3.06412184451394,0.00218309976504998,0.022994616490713,"ENSMUSG00000087367","predicted gene 15491 [Source:MGI Symbol;Acc:MGI:3782937]","19",45749508,45752310,1,"antisense"
"200","2210408F21Rik",4.9419183883286,3.24435879942489,1.07192174724105,3.02667504206844,0.00247259614295663,0.0251725536844616,"ENSMUSG00000087380","RIKEN cDNA 2210408F21 gene [Source:MGI Symbol;Acc:MGI:1920902]","6",31220351,31337404,1,"processed_transcript"
"201","Rapgef3os2",4.7705024469395,-3.28782333789398,1.28897627968805,-2.55072447003422,0.0107499273964407,0.071388167279237,"ENSMUSG00000087397","Rap guanine nucleotide exchange factor (GEF) 3, opposite strand 2 [Source:MGI Symbol;Acc:MGI:3826581]","15",97766549,97768713,1,"antisense"
"202","Gm15270",66.8317943366654,2.48148389311835,0.869423321750328,2.85417222087235,0.00431491329198643,0.0384118959786422,"ENSMUSG00000087400","predicted gene 15270 [Source:MGI Symbol;Acc:MGI:3705149]","10",24549441,24597108,-1,"processed_transcript"
"203","E130215H24Rik",137.538593496406,-2.83953871230002,0.666836959337586,-4.25822035287414,2.06060782176688e-05,0.000634941956813767,"ENSMUSG00000087406","RIKEN cDNA E130215H24 gene [Source:MGI Symbol;Acc:MGI:1926091]","2",150667494,150668935,1,"processed_transcript"
"204","Gm16048",59.3958945958095,3.86144755499361,0.7231707252939,5.33960712171293,9.31482183372436e-08,7.175517752579e-06,"ENSMUSG00000087411","predicted gene 16048 [Source:MGI Symbol;Acc:MGI:3801855]","3",90451583,90457095,1,"antisense"
"205","Gm12970",4.34275028042483,-4.81649988389864,1.21984228193583,-3.94846117012363,7.86551708071371e-05,0.00191339052352941,"ENSMUSG00000087451","predicted gene 12970 [Source:MGI Symbol;Acc:MGI:3650040]","4",130811617,130812326,-1,"antisense"
"206","Gm12862",7.04297995643562,-3.95828114886305,1.4557465691511,-2.71907297104005,0.00654651641346266,0.0503928793248108,"ENSMUSG00000087464","predicted gene 12862 [Source:MGI Symbol;Acc:MGI:3651209]","4",118999660,119000485,-1,"lincRNA"
"207","Gm13822",4.66849409117473,-3.9963446014207,1.45458456807253,-2.74741303402955,0.00600674364706862,0.047572051922985,"ENSMUSG00000087477","predicted gene 13822 [Source:MGI Symbol;Acc:MGI:3650351]","5",114917318,114923277,-1,"antisense"
"208","Gm15700",9.06582280118131,-5.01753350753178,1.06706055152016,-4.70220129530953,2.57371577017655e-06,0.000114381868170731,"ENSMUSG00000087492","predicted gene 15700 [Source:MGI Symbol;Acc:MGI:3783140]","7",46561301,46578201,1,"antisense"
"209","Gm12426",7.97388936448358,8.67184088047527,1.39278134764044,6.22627585813564,4.77652749762463e-10,6.49326767471206e-08,"ENSMUSG00000087500","predicted gene 12426 [Source:MGI Symbol;Acc:MGI:3650989]","4",47197487,47208459,-1,"antisense"
